author_id,tweet_id,conversation_id,in_reply_to_tweet_id,date,txt_conv_head,txt_father,text,Subjectivity,Positivity,Negativity,Irony,Misogyny,Aggressiveness,Aggressiveness_Target,Context
_327350468,_741203824195571712,_741201116327743488,_741201116327743488,2016-06-10T09:42:17.000Z,"Sarai l'angelo più bello', a Roma l'ultimo saluto a Sara Di Pietrantonio https://t.co/AU9XZjizFa",0,"@Agenzia_Ansa speriamo ci sia un paradiso per tutte le vittime e come te &lt;3
R.I.P",1,0,0,0,0,0,,1
_700724534890991617,_741711702845186052,_741620201221951488,_741620201221951488,2016-06-11T19:20:24.000Z,L’addio a Sara: fiori e disegni  Foto La madre: lotterò per la giustizia https://t.co/EU8McRnz4C https://t.co/dmrHZ89BD6,0,"@Corriere Fa bene la signora a lottare, qui in Italia, le uniche cose certe sono le tasse e gli evasori, non la certezza delle pene...",1,0,1,0,0,0,,1
_2899420036,_741663211599073280,_741620201221951488,_741620201221951488,2016-06-11T16:07:43.000Z,L’addio a Sara: fiori e disegni  Foto La madre: lotterò per la giustizia https://t.co/EU8McRnz4C https://t.co/dmrHZ89BD6,0,@Corriere Speriamo che siano in molti a sostenerla,1,1,0,0,0,0,,1
_2225012434,_741635593533198336,_741620201221951488,_741620201221951488,2016-06-11T14:17:59.000Z,L’addio a Sara: fiori e disegni  Foto La madre: lotterò per la giustizia https://t.co/EU8McRnz4C https://t.co/dmrHZ89BD6,0,"@Corriere Si accontenti della legalità signora, in questo Paese già sarebbe chiedere tanto.",1,0,1,0,0,0,,1
_717298250462662659,_741207057630679040,_741198662450171905,_741198662450171905,2016-06-10T09:55:08.000Z,L’addio a Sara: fiori e disegni  Foto Le  lacrime degli amici La diretta https://t.co/EU8McRnz4C https://t.co/DHZ1ylrEwE,0,@Corriere il bastardo che ha spezzato la vita di Sara deve scontare i suoi gg patendo tutte le sofferenze che ha inflitto a Sara,1,0,1,0,0,1,1,1
_434870760,_741235882158612481,_741233992121356288,_741233992121356288,2016-06-10T11:49:40.000Z,"L’addio a Sara di Pietrantonio, uccisa dall’ex. La madre: “Voglio giustizia” https://t.co/Qodze6XMm4 @mariacorbi https://t.co/NgC7BzGnod3",0,@LaStampa @mariacorbi purtroppo ogni giorno leggiamo di esseri meschini ignobili di sesso maschile che riversano il loro nulla sulle donne,1,0,1,0,0,1,0,1
_431863206,_740170927456059392,_740169777323331584,_740169777323331584,2016-06-07T13:17:55.000Z,"#uccisa dall'ex fidanzato, l'autopsia: Sara è morta prima di essere bruciata https://t.co/ll7Wr6ltdN https://t.co/R9ZAut3Ubr",0,@ilmessaggeroit ...ma 'na foto dell'assassino ritratto da solo non esiste?,1,0,0,0,0,0,,1
_4882469440,_740259524364382209,_740235988765683712,_740235988765683712,2016-06-07T19:09:58.000Z,"#Sara Di Pietrantonio, l'#autopsia: era già morta quando è stata bruciata https://t.co/jnoqTpxqnoHa",0,@Agenzia_Ansa ma lui non lo sapeva. #buttatevialachiave,1,0,0,1,0,1,1,1
_2823377296,_740247950144765954,_740235988765683712,_740235988765683712,2016-06-07T18:23:59.000Z,"#Sara Di Pietrantonio, l'#autopsia: era già morta quando è stata bruciata https://t.co/jnoqTpxqnoHa",0,@Agenzia_Ansa ma perché l'hanno trovata fuori lontano decine di metri dall'auto?,1,0,0,0,0,0,,1
_777597643,_740244308515794944,_740235988765683712,_740235988765683712,2016-06-07T18:09:30.000Z,"#Sara Di Pietrantonio, l'#autopsia: era già morta quando è stata bruciata https://t.co/jnoqTpxqnoHa",0,@Agenzia_Ansa morta prima o morta dopo non c'entra! Lui dovrebbe marcire per sempre in galera!!!,1,0,1,0,0,1,1,1
_3793926742,_740244222440296448,_740235988765683712,_740235988765683712,2016-06-07T18:09:10.000Z,"#Sara Di Pietrantonio, l'#autopsia: era già morta quando è stata bruciata https://t.co/jnoqTpxqnoHa",0,@Agenzia_Ansa e allora gli diamo un premio? Mi viene la nausea con questi giudici.....e non aggiungo altro,1,0,1,0,0,1,0,1
_209615823,_740239969600573440,_740235988765683712,_740235988765683712,2016-06-07T17:52:16.000Z,"#Sara Di Pietrantonio, l'#autopsia: era già morta quando è stata bruciata https://t.co/jnoqTpxqnoHa",0,@Agenzia_Ansa come se fosse un attenuante..,1,0,0,0,0,0,,1
_2320769211,_740237208246964225,_740235988765683712,_740236421106110464,2016-06-07T17:41:18.000Z,"#Sara Di Pietrantonio, l'#autopsia: era già morta quando è stata bruciata https://t.co/jnoqTpxqnoHa",@Agenzia_Ansa cosa cambia?#galera,@massimoisetti @Agenzia_Ansa cambia che è la prova che finora ha detto solo palle.,1,0,1,0,0,1,1,1
_1257476808,_740236625578463232,_740235988765683712,_740235988765683712,2016-06-07T17:38:59.000Z,"#Sara Di Pietrantonio, l'#autopsia: era già morta quando è stata bruciata https://t.co/jnoqTpxqnoHa",0,"@Agenzia_Ansa Vigliacco, merita la stessa fine 🔥",1,0,1,0,0,1,1,1
_1444422062,_740236421106110464,_740235988765683712,_740235988765683712,2016-06-07T17:38:10.000Z,"#Sara Di Pietrantonio, l'#autopsia: era già morta quando è stata bruciata https://t.co/jnoqTpxqnoHa",0,@Agenzia_Ansa cosa cambia?#galera,1,0,1,0,0,0,,1
_2335344079,_740474373069492224,_740307049892847616,_740307049892847616,2016-06-08T09:23:42.000Z,"Sara, i risultati dell’autopsia:  era già morta prima  di essere bruciata https://t.co/XUIMgGOiyZ https://t.co/Suwuccoq83",0,"@Corriere Almeno si finirà di dire che è stata bruciata viva, come tutti sostenevano (stampa in primis) solo per alimentare sensazionalismo",1,0,0,0,0,0,,1
_495045767,_740310429499596800,_740307049892847616,_740307049892847616,2016-06-07T22:32:15.000Z,"Sara, i risultati dell’autopsia:  era già morta prima  di essere bruciata https://t.co/XUIMgGOiyZ https://t.co/Suwuccoq83",0,@Corriere nn è che la cosa sia più tollerabile...,1,0,1,0,0,0,,1
_1058795521,_740307982181924864,_740307049892847616,_740307049892847616,2016-06-07T22:22:31.000Z,"Sara, i risultati dell’autopsia:  era già morta prima  di essere bruciata https://t.co/XUIMgGOiyZ https://t.co/Suwuccoq83",0,"@Corriere eh già, possiamo dirlo giusto per cercare di placare lo sconvolgimento..",1,0,0,0,0,0,,1
_2892298719,_740271537878618112,_740198571803332608,_740271074219286532,2016-06-07T19:57:42.000Z,"L’autopsia: Sara morta  prima di essere bruciata Strangolata dall’ex,   Stato risarcis... https://t.co/XUIMgGwHHr https://t.co/GQFz228o5m",N/D,@stefanocarlo2 @News24_it @Corriere Lo spero tanto! non merita altro!,1,1,1,0,0,1,1,1
_2892298719,_740270179683303424,_740198571803332608,_740269520313450496,2016-06-07T19:52:19.000Z,"L’autopsia: Sara morta  prima di essere bruciata Strangolata dall’ex,   Stato risarcis... https://t.co/XUIMgGwHHr https://t.co/GQFz228o5m",N/D,"@stefanocarlo2 @News24_it @Corriere Ergastolo a vita con lavori forzati, ricordandogli sempre, che deve schiantare!!!",1,0,1,0,0,1,1,1
_2892298719,_740269446737059840,_740198571803332608,_740198571803332608,2016-06-07T19:49:24.000Z,"L’autopsia: Sara morta  prima di essere bruciata Strangolata dall’ex,   Stato risarcis... https://t.co/XUIMgGwHHr https://t.co/GQFz228o5m",0,"@Corriere non essere più padrone di lasciare un ragazzo, un marito, per ritrovarsi nella tomba. Ci vogliono seri provvedimenti!",1,0,1,0,0,0,,1
_2892298719,_740268829146796032,_740198571803332608,_740198571803332608,2016-06-07T19:46:57.000Z,"L’autopsia: Sara morta  prima di essere bruciata Strangolata dall’ex,   Stato risarcis... https://t.co/XUIMgGwHHr https://t.co/GQFz228o5m",0,@Corriere Bastardo è dir poco!!! La gente è malata e non si fa curare e questo è un grosso problema nella società e gli innocenti muoiono,1,0,1,0,0,1,1,1
_702068636043894784,_740255155229216768,_740190146276950016,_740190146276950016,2016-06-07T18:52:36.000Z,L’assassino di Sara: “non ricordo nulla avevo fumato hashish”   https://t.co/pBuSnojMsaA,0,@LaStampa GIÀ SEMPRE TROPPO COMODO I noN RICORDO....AVEVO BEVUTO O FUMATO! !!,1,0,1,0,0,1,1,1
_2741605199,_740203192068263936,_740190146276950016,_740190146276950016,2016-06-07T15:26:07.000Z,L’assassino di Sara: “non ricordo nulla avevo fumato hashish”   https://t.co/pBuSnojMsaA,0,@LaStampa speriamo che anche qualche detenuto fumi l'hashish,1,0,0,1,0,0,,1
_708425080645279745,_740195677964238848,_740190146276950016,_740190146276950016,2016-06-07T14:56:16.000Z,L’assassino di Sara: “non ricordo nulla avevo fumato hashish”   https://t.co/pBuSnojMsaA,0,@LaStampa di colpo ha perso la memoria,1,0,1,1,0,0,,1
_721594194314334208,_740192585420046336,_740190146276950016,_740190146276950016,2016-06-07T14:43:59.000Z,L’assassino di Sara: “non ricordo nulla avevo fumato hashish”   https://t.co/pBuSnojMsaA,0,@LaStampa Che il cielo e l.inferno ti stra.maledicono in Aeternum!! Amen,1,0,1,0,0,1,1,1
_2991788386,_740191794558816256,_740190146276950016,_740190146276950016,2016-06-07T14:40:50.000Z,L’assassino di Sara: “non ricordo nulla avevo fumato hashish”   https://t.co/pBuSnojMsaA,0,@LaStampa scuse solo scuse.. andrebbe messo il galera con altri detenuti a prendere mazzate tutti i giorni per il resto della sua vita,1,0,1,0,0,1,1,1
_1437851058,_740190745144004608,_740190146276950016,_740190146276950016,2016-06-07T14:36:40.000Z,L’assassino di Sara: “non ricordo nulla avevo fumato hashish”   https://t.co/pBuSnojMsaA,0,@LaStampa anche fumare e' un atto volontario ... Volontariamente tossico e omicida!,1,0,1,0,0,0,,1
_1109639072,_739365336919756800,_739358578482503680,_739358578482503680,2016-06-05T07:56:47.000Z,Leggere le dichiarazioni di questo infame assassino fa solo capire che l'ergastolo per lui è come una carezza.. https://t.co/sNMg4pNgoa,0,@civisromanusTW in molti casi la pena di morte sarebbe ...la sua!!,1,0,1,0,0,1,1,1
_1070697217,_739518896194113536,_739354954104766464,_739354954104766464,2016-06-05T18:06:59.000Z,"Il delitto alla #magliana, nuove accuse al killer: una tanica di benzina per dare fuoc... https://t.co/tjtYus3MY1 https://t.co/pOBno6bcyH",0,@ilmessaggeroit @che i giudici ripristinino la premeditazione e l'aggravante per crudeltà!!!,1,0,0,0,0,0,,1
_281581221,_739397043593056256,_739354954104766464,_739354954104766464,2016-06-05T10:02:47.000Z,"Il delitto alla #magliana, nuove accuse al killer: una tanica di benzina per dare fuoc... https://t.co/tjtYus3MY1 https://t.co/pOBno6bcyH",0,@ilmessaggeroit i rifiuti umani come questo non fanno mai una brutta fine...,1,0,1,0,0,1,1,1
_972753542,_739489726709813248,_739444621718196224,_739444621718196224,2016-06-05T16:11:04.000Z,"Sara, il killer pensava di farla franca «Ma Paduano può uccidere ancora» https://t.co/nLNeFBAs4X",0,"@Corriere non pubblicate una foto dove sta assieme a lui,",1,0,1,0,0,1,0,1
_3004141911,_739464913173811204,_739444621718196224,_739444621718196224,2016-06-05T14:32:28.000Z,"Sara, il killer pensava di farla franca «Ma Paduano può uccidere ancora» https://t.co/nLNeFBAs4X",0,@Corriere per lui sofferenza e disprezzo e chi lo giustifica o scusa stessa pena,1,0,1,0,0,1,1,1
_721594194314334208,_738971111090716672,_738857736616677376,_738857736616677376,2016-06-04T05:50:16.000Z,Sara aggredita dall’ex prima del delitto.  Le disse: «La pagherai»  Foto|Il video che ... https://t.co/xAkRCoS1NK https://t.co/UJEkJ2ryh1,0,@Corriere I dettagli del martirio non ci e non lì vogliamo sapere Smettetela!!! Una volta X tutte!!,1,0,1,0,0,1,0,1
_1644541332,_739124848237121536,_738717816258473985,_738717816258473985,2016-06-04T16:01:10.000Z,Sara aggredita dall’ex una settimana prima del delitto  Foto|Il video che lo inchioda   https://t.co/xAkRCoS1NK https://t.co/xIcgDuZtHj,0,@Corriere e il gip dov'era la settimana prima ?,1,0,0,1,0,1,0,1
_926117844,_738827454450651137,_738717816258473985,_738717816258473985,2016-06-03T20:19:26.000Z,Sara aggredita dall’ex una settimana prima del delitto  Foto|Il video che lo inchioda   https://t.co/xAkRCoS1NK https://t.co/xIcgDuZtHj,0,@Corriere come rovinarsi la vita,1,0,1,0,1,0,,1
_446974952,_738812274316578816,_738717816258473985,_738717816258473985,2016-06-03T19:19:07.000Z,Sara aggredita dall’ex una settimana prima del delitto  Foto|Il video che lo inchioda   https://t.co/xAkRCoS1NK https://t.co/xIcgDuZtHj,0,@Corriere IO  PENSO  A  SUA  MADRE  ...,1,0,1,0,0,0,,1
_4633896914,_738801796697718784,_738717816258473985,_738717816258473985,2016-06-03T18:37:29.000Z,Sara aggredita dall’ex una settimana prima del delitto  Foto|Il video che lo inchioda   https://t.co/xAkRCoS1NK https://t.co/xIcgDuZtHj,0,@Corriere togliete questa foto se avete un briciolo di dignità!,1,0,1,0,0,0,,1
_3037271205,_738758934119469056,_738717816258473985,_738717816258473985,2016-06-03T15:47:10.000Z,Sara aggredita dall’ex una settimana prima del delitto  Foto|Il video che lo inchioda   https://t.co/xAkRCoS1NK https://t.co/xIcgDuZtHj,0,@Corriere pena di morte lenta ed agonizzante questo per l'assassino di Sara e per tutti come lui #penadimortelentaedagonizzante,1,0,1,0,0,1,1,1
_90549160,_738748942486278144,_738717816258473985,_738717816258473985,2016-06-03T15:07:27.000Z,Sara aggredita dall’ex una settimana prima del delitto  Foto|Il video che lo inchioda   https://t.co/xAkRCoS1NK https://t.co/xIcgDuZtHj,0,@Corriere smettetela di pubblicare questa foto! E' lui che l'ha ammazzata!!!,1,0,1,0,0,1,0,1
_2572700019,_738731705545134080,_738717816258473985,_738717816258473985,2016-06-03T13:58:58.000Z,Sara aggredita dall’ex una settimana prima del delitto  Foto|Il video che lo inchioda   https://t.co/xAkRCoS1NK https://t.co/xIcgDuZtHj,0,@Corriere impiccati!!!!!!!,1,0,1,0,0,1,1,1
_782138334,_738729038118817792,_738717816258473985,_738717816258473985,2016-06-03T13:48:22.000Z,Sara aggredita dall’ex una settimana prima del delitto  Foto|Il video che lo inchioda   https://t.co/xAkRCoS1NK https://t.co/xIcgDuZtHj,0,".@Corriere a come state trattando questo caso,foto,amore malato,ecc,dovreste solo vergognarvi.Questo è un criminale possessivo e compulsivo.",1,0,1,0,0,1,0,1
_266051260,_738722075939078144,_738717816258473985,_738717816258473985,2016-06-03T13:20:42.000Z,Sara aggredita dall’ex una settimana prima del delitto  Foto|Il video che lo inchioda   https://t.co/xAkRCoS1NK https://t.co/xIcgDuZtHj,0,@Corriere la finite con ste foto di loro due insieme e sorridenti?,1,0,1,0,0,0,,1
_486564980,_738718342509436928,_738717816258473985,_738717816258473985,2016-06-03T13:05:52.000Z,Sara aggredita dall’ex una settimana prima del delitto  Foto|Il video che lo inchioda   https://t.co/xAkRCoS1NK https://t.co/xIcgDuZtHj,0,@Corriere BUTTATE LA CHIAVEEEEEEEEEEE !!!!!,1,0,1,0,0,1,1,1
_1689347677,_738718286389649408,_738717816258473985,_738717816258473985,2016-06-03T13:05:38.000Z,Sara aggredita dall’ex una settimana prima del delitto  Foto|Il video che lo inchioda   https://t.co/xAkRCoS1NK https://t.co/xIcgDuZtHj,0,@Corriere e dicono che non era premeditato ...,1,0,0,0,0,0,,1
_1005045990,_738718027844292608,_738717816258473985,_738717816258473985,2016-06-03T13:04:37.000Z,Sara aggredita dall’ex una settimana prima del delitto  Foto|Il video che lo inchioda   https://t.co/xAkRCoS1NK https://t.co/xIcgDuZtHj,0,@Corriere Troppo tardi ora.,1,0,1,0,0,0,,1
_3098921759,_738991752699359232,_738964775787499520,_738964775787499520,2016-06-04T07:12:18.000Z,"#Femminicidio, Sara aggredita dall'ex sette giorni prima di essere uccisa - https://t.co/lAlalf8HHL",0,"@Agenzia_Ansa facile fare le cazzate e poi trincerarsi dietro il """"non volevo "".  non funziona così.",1,0,1,1,0,0,,1
_962989620,_738980682836377600,_738964775787499520,_738964775787499520,2016-06-04T06:28:19.000Z,"#Femminicidio, Sara aggredita dall'ex sette giorni prima di essere uccisa - https://t.co/lAlalf8HHL",0,@Agenzia_Ansa purtroppo dobbiamo sentire l'incredibile manfrina della non premeditazione e prendere atto che c'è un giudice che ci crede!!,1,0,1,0,0,0,,1
_2271999013,_738969194184777728,_738964775787499520,_738964775787499520,2016-06-04T05:42:39.000Z,"#Femminicidio, Sara aggredita dall'ex sette giorni prima di essere uccisa - https://t.co/lAlalf8HHL",0,"@Agenzia_Ansa ..VORREI COnoSCERE IL noME DI QUEL ""GIUDICE TESTA DI CAZZO"", CHE INSISTE NELLA ""noN PREMEDITAZIONE"".. .. 
SI PUO' ?? 
Grazie !",1,0,1,0,0,1,0,1
_1070697217,_738966042010091520,_738964775787499520,_738964775787499520,2016-06-04T05:30:08.000Z,"#Femminicidio, Sara aggredita dall'ex sette giorni prima di essere uccisa - https://t.co/lAlalf8HHL",0,@Agenzia_Ansa @un copione che si riete all'infinito senza che nulla cambi!!! 😓,1,0,1,0,0,0,,1
_732274430110486528,_738799032064221184,_738745071961542656,_738745071961542656,2016-06-03T18:26:30.000Z,"#Femminicidio, Sara aggredita dall'ex sette giorni prima di essere uccisa - https://t.co/lAlalf8HHL",0,@Agenzia_Ansa RIP dolce Sara,1,0,1,0,0,0,,1
_2884685647,_738790829251264512,_738745071961542656,_738745071961542656,2016-06-03T17:53:54.000Z,"#Femminicidio, Sara aggredita dall'ex sette giorni prima di essere uccisa - https://t.co/lAlalf8HHL",0,"@Agenzia_Ansa -femminicidio Sara:occorre accertare se l'aggressione e' stata denunciata o era,comunque,a conoscenza delle forze dell'ordine.",0,0,0,0,0,0,,1
_3300222131,_738755582417633280,_738745071961542656,_738745071961542656,2016-06-03T15:33:50.000Z,"#Femminicidio, Sara aggredita dall'ex sette giorni prima di essere uccisa - https://t.co/lAlalf8HHL",0,@Agenzia_Ansa ma in Italia non abbiamo legge antistalking la legge contro il femminicidio ...,1,0,1,0,0,0,,1
_1239182126,_738703474905485312,_738703062152290304,_738703062152290304,2016-06-03T12:06:47.000Z,"Omicidio Sara, per la Procura ci sono riscontri sulla premeditazione https://t.co/A1qOnoxBqQb #cronaca",0,@SkyTG24 Ma dai! non l'avrei mai detto,1,0,1,1,0,0,,1
_1402391311,_739093258912030720,_738409882383224832,_738410736003780608,2016-06-04T13:55:39.000Z,"#Sara, dall'ex decine di sms al giorno con minacce #saranonsara https://t.co/socCljboq3 https://t.co/mVelZGoBCp",@ilmessaggeroit spero che il nuovo ragazzo di Sara inizi una battaglia contro l'assassino di Sara ergastolo,"@anna_annalu @ilmessaggeroit Nessun ergastolo per simili atrocità, la pena di morte!",1,0,1,0,0,1,1,1
_2357905242,_738435856868999168,_738409882383224832,_738409882383224832,2016-06-02T18:23:22.000Z,"#Sara, dall'ex decine di sms al giorno con minacce #saranonsara https://t.co/socCljboq3 https://t.co/mVelZGoBCp",0,@ilmessaggeroit La pena di morte e in modo lento. Unico vero segnale alla lotta contro il femminicidio. Donne denunciate,1,0,1,0,0,1,1,1
_513718078,_738423606967971841,_738409882383224832,_738409882383224832,2016-06-02T17:34:41.000Z,"#Sara, dall'ex decine di sms al giorno con minacce #saranonsara https://t.co/socCljboq3 https://t.co/mVelZGoBCp",0,@ilmessaggeroit @simosimotw e nessuno che tutela coloro che spesso gridano la disperazione di essere tormentati da ki nn accetta la fine 😡😡😬,1,0,1,0,0,0,,1
_1037651766,_738410736003780608,_738409882383224832,_738409882383224832,2016-06-02T16:43:33.000Z,"#Sara, dall'ex decine di sms al giorno con minacce #saranonsara https://t.co/socCljboq3 https://t.co/mVelZGoBCp",0,@ilmessaggeroit spero che il nuovo ragazzo di Sara inizi una battaglia contro l'assassino di Sara ergastolo,1,1,1,0,0,0,,1
_1437851058,_738487466143981568,_738485823000203265,_738485823000203265,2016-06-02T21:48:27.000Z,"Omicidio di Sara, decine di messaggi di minacce da parte dell’assassino https://t.co/mthLnJxk1no",0,@pa__rm queste persone sono malate! Nessuno lo ha fermato! Vergogna!!!,1,0,1,0,0,1,0,1
_183631256,_738486429827878912,_738485823000203265,_738485823000203265,2016-06-02T21:44:19.000Z,"Omicidio di Sara, decine di messaggi di minacce da parte dell’assassino https://t.co/mthLnJxk1no",0,"@pa__rm trovo orribile che dopo ciò che lui le ha fatto, si continuino a pubblicare sempre queste foto di quando erano insieme.",1,0,1,0,0,0,,1
_1169765684,_738308685542400000,_738132365898186752,_738132365898186752,2016-06-02T09:58:02.000Z,"La stretta al collo, le fratture, il fumo  nei polmoni: gli ultimi 14 minuti di Sara  ... https://t.co/CQKQ5MFmJo https://t.co/bP2FFUoNA6",0,@Corriere la gente comune ha già condannato - giustamente - l'assassino.,1,1,0,0,0,0,,1
_1169765684,_738308478884777984,_738132365898186752,_738132365898186752,2016-06-02T09:57:13.000Z,"La stretta al collo, le fratture, il fumo  nei polmoni: gli ultimi 14 minuti di Sara  ... https://t.co/CQKQ5MFmJo https://t.co/bP2FFUoNA6",0,@Corriere è proprio necessaria questa cronaca? Queste info non servono se non ad alimentare il dolore delle famiglie....,1,0,1,0,0,0,,1
_1546218236,_738019137457422336,_738016561039036416,_738016561039036416,2016-06-01T14:47:28.000Z,Sara strangolata e poi bruciata: i risultati dell'autopsia https://t.co/iRBYr7I9lT https://t.co/h4De8wy9Y9,0,@ilmessaggeroit e come è possibile???!!! Che informazioni strane ieri facevano intendere che chiedeva aiuto??,1,0,0,0,0,0,,1
_2951338451,_738054785778253824,_738053459874852864,_738053459874852864,2016-06-01T17:09:07.000Z,"L'omicidio di Sara, ora Paduano in carcere ha paura https://t.co/8BewWDK5K1",0,"@TutteLenotizie @Agenzia_Ansa e deve averne, a cominciare da Dio",1,0,1,0,0,0,,1
_432318595,_738088674366214145,_738067598307426304,_738067598307426304,2016-06-01T19:23:47.000Z,"#Sara strangolata poi bruciata. Gip convalida fermo di #Paduano, che conferma di essere l’assassino. https://t.co/Nqo5Ym8tfk",0,@SkyTG24 mi buttatelo in un buco 2x1m per  tutta la vita senza prendere luce e aria. E non mi venite a dire dei diritti dei carcerati,1,0,1,0,0,1,1,1
_2924811100,_738083532862574593,_738067598307426304,_738067598307426304,2016-06-01T19:03:21.000Z,"#Sara strangolata poi bruciata. Gip convalida fermo di #Paduano, che conferma di essere l’assassino. https://t.co/Nqo5Ym8tfk",0,@SkyTG24 uuuhhhh che grande decisione che ha preso il GIP...sarebbe quasi da dargli una medaglia per questo caso così difficile...,1,0,0,1,0,0,,1
_4822342649,_738078421939539968,_738067598307426304,_738067598307426304,2016-06-01T18:43:03.000Z,"#Sara strangolata poi bruciata. Gip convalida fermo di #Paduano, che conferma di essere l’assassino. https://t.co/Nqo5Ym8tfk",0,@SkyTG24 scusate....ma quanto costa al giorno tenerlo dentro??????? Visto che è amante della benzina ⛽  accontentiamolo 🔥🔥,1,0,0,0,0,1,1,1
_1475936965,_738072468984889344,_738067598307426304,_738067598307426304,2016-06-01T18:19:23.000Z,"#Sara strangolata poi bruciata. Gip convalida fermo di #Paduano, che conferma di essere l’assassino. https://t.co/Nqo5Ym8tfk",0,@SkyTG24 spero in ergastolo vero.,1,0,0,0,0,0,,1
_731406661072617472,_738062821485907968,_738058860997443584,_738058860997443584,2016-06-01T17:41:03.000Z,L’autopsia: Sara strangolata poi bruciata. Paduano resta in carcere https://t.co/Nqo5YlQRQK #cronaca,0,"@SkyTG24  per qualche giorno,poi rimandato a casa perché avrà un sacco di impegni:dalla Leosini alla Durso ,da Costanzo a giustificarsi...",1,0,1,1,0,0,,1
_281581221,_738061999595257856,_738058860997443584,_738058860997443584,2016-06-01T17:37:47.000Z,L’autopsia: Sara strangolata poi bruciata. Paduano resta in carcere https://t.co/Nqo5YlQRQK #cronaca,0,@SkyTG24 ha mentito... Che uomo dimmerda! Nemmeno di fronte all'immondo gesto si è pentito...,1,0,1,0,0,1,1,1
_4172013621,_737953689202270208,_737946556943372288,_737946556943372288,2016-06-01T10:27:24.000Z,"L’ultima settimana di Sara prima dell’orrore. Era sollevata, pensava che Vincenzo l’avesse dimenticata @LaStampa https://t.co/oFtMsMsYRO",0,"@LaStampa 
Povera ragazza! E nessuno si è fermato.......fa orrore anche questo",1,0,1,0,0,0,,1
_2288656437,_737698895267037184,_737637223521193984,_737637223521193984,2016-05-31T17:34:57.000Z,Chiesta la convalida del fermo per l'ex findanzato di Sara. Paduano: «Ora ho paura» https://t.co/3CzQtriwCl https://t.co/Mvp2cE61b7,0,"@ilmessaggeroit pensa quanta ne aveva lei quando le davi fuoco;spero che a te ci pensino i carcerati,bastardo.",1,0,1,0,0,1,1,1
_209228950,_737641500331409408,_737637223521193984,_737637223521193984,2016-05-31T13:46:53.000Z,Chiesta la convalida del fermo per l'ex findanzato di Sara. Paduano: «Ora ho paura» https://t.co/3CzQtriwCl https://t.co/Mvp2cE61b7,0,@ilmessaggeroit bruciatelo vivo ... Speriamo nella vendetta dei carcerati ... I Robin hood della giustizia,1,0,1,0,0,1,1,1
_180513827,_737777704221716480,_737733949435183104,_737733949435183104,2016-05-31T22:48:06.000Z,La prima notte in carcere dell’ex fidanzato di Sara: “Adesso ho paura”  https://t.co/Rnoy42blimP,0,@LaStampa che ti trattino bene i carcerati...ma bene bene,1,0,1,1,0,1,1,1
_2245935455,_737746619760844800,_737733949435183104,_737733949435183104,2016-05-31T20:44:35.000Z,La prima notte in carcere dell’ex fidanzato di Sara: “Adesso ho paura”  https://t.co/Rnoy42blimP,0,"@LaStampa ha paura poverino...ma la povera ragazza mentre gli buttavi l'alcol addosso non ne aveva????
Lasciatelo al popolo 5minuti!!!",1,0,1,1,0,1,1,1
_4019643525,_737745751007211520,_737733949435183104,_737733949435183104,2016-05-31T20:41:08.000Z,La prima notte in carcere dell’ex fidanzato di Sara: “Adesso ho paura”  https://t.co/Rnoy42blimP,0,@LaStampa Impiccati!  Stalker di m...a!,1,0,1,0,0,1,1,1
_3089149086,_737742077409234944,_737733949435183104,_737733949435183104,2016-05-31T20:26:32.000Z,La prima notte in carcere dell’ex fidanzato di Sara: “Adesso ho paura”  https://t.co/Rnoy42blimP,0,@LaStampa e Lei nn l'ha avuta? E quando ha avuto consapevolezza della morte come si sarà sentita? C'è egoismo anche nel protagonismo p.m.,1,0,1,0,0,0,,1
_2874273033,_737741205904216064,_737733949435183104,_737733949435183104,2016-05-31T20:23:04.000Z,La prima notte in carcere dell’ex fidanzato di Sara: “Adesso ho paura”  https://t.co/Rnoy42blimP,0,@LaStampa bastava pensarci prima!,1,0,1,0,0,0,,1
_994100862,_737715389472329728,_737655817307074560,_737655817307074560,2016-05-31T18:40:29.000Z,"Sara, un delitto covato  per sette giorni Un passante: «Forse chiedeva aiuto»|Foto https://t.co/ZZMcRqYvV8 https://t.co/1cc7tcnozKC",0,@Corriere deve essere uno particolarmente sveglio.,1,0,0,1,0,0,,1
_1032573726,_737705111288487937,_737655817307074560,_737655817307074560,2016-05-31T17:59:39.000Z,"Sara, un delitto covato  per sette giorni Un passante: «Forse chiedeva aiuto»|Foto https://t.co/ZZMcRqYvV8 https://t.co/1cc7tcnozKC",0,@Corriere spero gli diano l'ergastolo senza se senza ma è senza abbuoni di condotta futuri,1,0,1,0,0,1,1,1
_732976666952273920,_737675534323306496,_737655817307074560,_737655817307074560,2016-05-31T16:02:07.000Z,"Sara, un delitto covato  per sette giorni Un passante: «Forse chiedeva aiuto»|Foto https://t.co/ZZMcRqYvV8 https://t.co/1cc7tcnozKC",0,@Corriere e il passante non poteva chiamare i carabinieri 😡😡😡😡😡😡,1,0,1,0,0,1,0,1
_4708550595,_737665567042211840,_737655817307074560,_737655817307074560,2016-05-31T15:22:31.000Z,"Sara, un delitto covato  per sette giorni Un passante: «Forse chiedeva aiuto»|Foto https://t.co/ZZMcRqYvV8 https://t.co/1cc7tcnozKC",0,@Corriere a lui la pena di morte ai passanti che non si dono fermati l ergastolo,1,0,1,0,0,1,1,1
